	Bayesian Skyline: Clade2_GTR_strict_BICEPS_invariants.log			
time	date	datetime	milliseconds	mean	median	upper	lower
2014.712	2014-09-16	2014-09-16T08:07:12	1410854832501	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2014.1117733229412	2014-02-09	2014-02-09T06:08:04	1391926084014	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2013.5115466458824	2013-07-05	2013-07-05T04:08:55	1372997335526	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2012.9113199688236	2012-11-27	2012-11-27T02:09:47	1353982187038	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2012.3110932917648	2012-04-22	2012-04-22T00:10:38	1335053438551	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2011.710866614706	2011-09-15	2011-09-15T22:11:30	1316124690063	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2011.1106399376472	2011-02-08	2011-02-08T20:12:21	1297195941575	36.77534693362593	33.8949938644966	72.49859407367498	17.419261420028036
2010.5104132605884	2010-07-04	2010-07-04T18:13:13	1278267193087	36.79603946772678	33.9198471796656	72.49859407367498	17.456987063235218
2009.9101865835296	2009-11-27	2009-11-27T16:14:04	1259338444600	37.535011946371895	34.63235387027239	73.42092772537639	18.138738002597048
2009.3099599064708	2009-04-22	2009-04-22T14:14:56	1240409696112	34.23792647726336	30.880763907480496	72.56813394196898	14.010576418182518
2008.709733229412	2008-09-14	2008-09-14T12:15:47	1221394547624	35.42219173834282	31.65877366118335	76.12294276037287	15.155347152217507
2008.1095065523532	2008-02-08	2008-02-08T10:16:39	1202465799137	48.144503770261764	44.00216630207819	101.34857318768813	21.29921719497043
2007.5092798752944	2007-07-04	2007-07-04T08:17:30	1183537050649	53.71032927921555	49.60861139214128	107.32475276636356	25.181103085254264
2006.9090531982356	2006-11-27	2006-11-27T06:18:22	1164608302161	54.05361412598	49.88812719724261	108.85160276045039	25.166816640882463
2006.3088265211768	2006-04-22	2006-04-22T04:19:13	1145679553673	54.13687221643279	49.885242773858785	108.81031007422526	25.52381249322616
2005.708599844118	2005-09-15	2005-09-15T02:20:05	1126750805186	51.14908341655402	47.26323073443967	108.00333500812957	18.57617860556467
2005.1083731670592	2005-02-08	2005-02-08T00:20:56	1107822056698	36.824964251952366	32.291234162697805	87.70898917960416	14.835794525865435
2004.5081464900004	2004-07-02	2004-07-02T22:21:48	1088806908210	28.59460650210142	25.295953844746798	67.72596224555039	9.60789527853492
2003.9079198129416	2003-11-26	2003-11-26T20:22:39	1069878159722	21.12634547942755	18.68675989483574	49.91244012828231	7.724112884867762
2003.3076931358828	2003-04-21	2003-04-21T18:23:31	1050949411235	15.440720130605454	13.10882632524385	37.68586798061042	6.020816249325901
2002.707466458824	2002-09-14	2002-09-14T16:24:22	1032020662747	17.025678185544326	14.129877455865214	44.15636591792501	6.6033931312784695
